N,P,K,temperature,ph,label
135,60,40,20,5.5,Maize
140,60,40,20,5.5,Maize
145,60,40,20,5.5,Maize
150,60,40,20,5.5,Maize
120,65,45,25,6,Maize
125,65,45,25,6,Maize
130,65,45,25,6,Maize
135,65,45,25,6,Maize
140,65,45,25,6,Maize
145,65,45,25,6,Maize
150,65,45,25,6,Maize
120,70,50,30,6.5,Maize
125,70,50,30,6.5,Maize
130,70,50,30,6.5,Maize
135,70,50,30,6.5,Maize
140,70,50,30,6.5,Maize
145,70,50,30,6.5,Maize
150,70,50,30,6.5,Maize
120,75,55,20,7,Maize
125,75,55,20,7,Maize
130,75,55,20,7,Maize
135,75,55,20,7,Maize
140,75,55,20,7,Maize
145,75,55,20,7,Maize
150,75,55,20,7,Maize
120,80,60,25,7.5,Maize
125,80,60,25,7.5,Maize
130,80,60,25,7.5,Maize
135,80,60,25,7.5,Maize
140,80,60,25,7.5,Maize
145,80,60,25,7.5,Maize
150,80,60,25,7.5,Maize
120,60,45,30,5.5,Maize
125,60,45,30,5.5,Maize
130,60,45,30,5.5,Maize
135,60,45,30,5.5,Maize
140,60,45,30,5.5,Maize
145,60,45,30,5.5,Maize
150,60,45,30,5.5,Maize
120,65,50,20,6,Maize
125,65,50,20,6,Maize
130,65,50,20,6,Maize
135,65,50,20,6,Maize
140,65,50,20,6,Maize
145,65,50,20,6,Maize
150,65,50,20,6,Maize
120,70,55,25,6.5,Maize
125,70,55,25,6.5,Maize
130,70,55,25,6.5,Maize
135,70,55,25,6.5,Maize
140,70,55,25,6.5,Maize
145,70,55,25,6.5,Maize
150,70,55,25,6.5,Maize
120,75,60,30,7,Maize
125,75,60,30,7,Maize
130,75,60,30,7,Maize
135,75,60,30,7,Maize
140,75,60,30,7,Maize
145,75,60,30,7,Maize
150,75,60,30,7,Maize
120,80,40,20,7.5,Maize
125,80,40,20,7.5,Maize
130,80,40,20,7.5,Maize
135,80,40,20,7.5,Maize
140,80,40,20,7.5,Maize
145,80,40,20,7.5,Maize
150,80,40,20,7.5,Maize
120,60,50,25,5.5,Maize
125,60,50,25,5.5,Maize
130,60,50,25,5.5,Maize
135,60,50,25,5.5,Maize
140,60,50,25,5.5,Maize
145,60,50,25,5.5,Maize
150,60,50,25,5.5,Maize
120,65,55,30,6,Maize
125,65,55,30,6,Maize
130,65,55,30,6,Maize
135,65,55,30,6,Maize
140,65,55,30,6,Maize
145,65,55,30,6,Maize
150,65,55,30,6,Maize
120,70,60,20,6.5,Maize
125,70,60,20,6.5,Maize
130,70,60,20,6.5,Maize
135,70,60,20,6.5,Maize
140,70,60,20,6.5,Maize
145,70,60,20,6.5,Maize
150,70,60,20,6.5,Maize
120,75,40,25,7,Maize
125,75,40,25,7,Maize
130,75,40,25,7,Maize
135,75,40,25,7,Maize
140,75,40,25,7,Maize
145,75,40,25,7,Maize
150,75,40,25,7,Maize
120,80,45,30,7.5,Maize
125,80,45,30,7.5,Maize
130,80,45,30,7.5,Maize
135,80,45,30,7.5,Maize
140,80,45,30,7.5,Maize
145,80,45,30,7.5,Maize
150,80,45,30,7.5,Maize
120,60,55,20,5.5,Maize
125,60,55,20,5.5,Maize
130,60,55,20,5.5,Maize
135,60,55,20,5.5,Maize
140,60,55,20,5.5,Maize
145,60,55,20,5.5,Maize
150,60,55,20,5.5,Maize
120,65,60,25,6,Maize
125,65,60,25,6,Maize
130,65,60,25,6,Maize
135,65,60,25,6,Maize
140,65,60,25,6,Maize
145,65,60,25,6,Maize
150,65,60,25,6,Maize
120,70,40,30,6.5,Maize
125,70,40,30,6.5,Maize
130,70,40,30,6.5,Maize
135,70,40,30,6.5,Maize
140,70,40,30,6.5,Maize
145,70,40,30,6.5,Maize
150,70,40,30,6.5,Maize
120,75,45,20,7,Maize
125,75,45,20,7,Maize
130,75,45,20,7,Maize
135,75,45,20,7,Maize
140,75,45,20,7,Maize
145,75,45,20,7,Maize
150,75,45,20,7,Maize
120,80,50,25,7.5,Maize
125,80,50,25,7.5,Maize
130,80,50,25,7.5,Maize
135,80,50,25,7.5,Maize
140,80,50,25,7.5,Maize
145,80,50,25,7.5,Maize
150,80,50,25,7.5,Maize
120,60,60,30,5.5,Maize
125,60,60,30,5.5,Maize
130,60,60,30,5.5,Maize
135,60,60,30,5.5,Maize
140,60,60,30,5.5,Maize
145,60,60,30,5.5,Maize
150,60,60,30,5.5,Maize
120,65,40,20,6,Maize
125,65,40,20,6,Maize
130,65,40,20,6,Maize
135,65,40,20,6,Maize
140,65,40,20,6,Maize
145,65,40,20,6,Maize
150,65,40,20,6,Maize
120,70,45,25,6.5,Maize
125,70,45,25,6.5,Maize
130,70,45,25,6.5,Maize
135,70,45,25,6.5,Maize
140,70,45,25,6.5,Maize
145,70,45,25,6.5,Maize
150,70,45,25,6.5,Maize
120,75,50,30,7,Maize
125,75,50,30,7,Maize
130,75,50,30,7,Maize
135,75,50,30,7,Maize
140,75,50,30,7,Maize
145,75,50,30,7,Maize
150,75,50,30,7,Maize
120,80,55,20,7.5,Maize
125,80,30,20,7.5,Maize
130,80,30,20,7.5,Maize
135,80,30,20,7.5,Maize
140,80,40,20,7.5,Maize
145,80,40,20,7.5,Maize
150,80,40,20,7.5,Maize
100,40,40,15,6,Wheat
105,40,40,15,6,Wheat
110,40,40,15,6,Wheat
115,40,40,15,6,Wheat
120,40,40,15,6,Wheat
100,45,45,20,6.5,Wheat
105,45,45,20,6.5,Wheat
110,45,45,20,6.5,Wheat
115,45,45,20,6.5,Wheat
120,45,45,20,6.5,Wheat
100,50,50,25,7,Wheat
105,50,50,25,7,Wheat
110,50,50,25,7,Wheat
115,50,50,25,7,Wheat
120,50,50,25,7,Wheat
100,55,55,15,7.5,Wheat
105,55,55,15,7.5,Wheat
110,55,55,15,7.5,Wheat
115,55,55,15,7.5,Wheat
120,55,55,15,7.5,Wheat
100,60,60,20,6,Wheat
105,60,60,20,6,Wheat
110,60,60,20,6,Wheat
115,60,60,20,6,Wheat
120,60,60,20,6,Wheat
100,40,45,25,6.5,Wheat
105,40,45,25,6.5,Wheat
110,40,45,25,6.5,Wheat
115,40,45,25,6.5,Wheat
120,40,45,25,6.5,Wheat
100,45,50,15,7,Wheat
105,45,50,15,7,Wheat
110,45,50,15,7,Wheat
115,45,50,15,7,Wheat
120,45,50,15,7,Wheat
100,50,55,20,7.5,Wheat
105,50,55,20,7.5,Wheat
110,50,55,20,7.5,Wheat
115,50,55,20,7.5,Wheat
120,50,55,20,7.5,Wheat
100,55,60,25,6,Wheat
105,55,60,25,6,Wheat
110,55,60,25,6,Wheat
115,55,60,25,6,Wheat
120,55,60,25,6,Wheat
100,60,40,15,6.5,Wheat
105,60,40,15,6.5,Wheat
110,60,40,15,6.5,Wheat
115,60,40,15,6.5,Wheat
120,60,40,15,6.5,Wheat
100,40,50,15,7,Wheat
105,40,50,15,7,Wheat
110,40,50,15,7,Wheat
115,40,50,15,7,Wheat
120,40,50,15,7,Wheat
100,45,55,20,7.5,Wheat
105,45,55,20,7.5,Wheat
110,45,55,20,7.5,Wheat
115,45,55,20,7.5,Wheat
120,45,55,20,7.5,Wheat
100,50,60,25,6,Wheat
105,50,60,25,6,Wheat
110,50,60,25,6,Wheat
115,50,60,25,6,Wheat
120,50,60,25,6,Wheat
100,55,40,15,6.5,Wheat
105,55,40,15,6.5,Wheat
110,55,40,15,6.5,Wheat
115,55,40,15,6.5,Wheat
120,55,40,15,6.5,Wheat
100,60,45,20,7,Wheat
105,60,45,20,7,Wheat
110,60,45,20,7,Wheat
115,60,45,20,7,Wheat
120,60,45,20,7,Wheat
100,40,55,25,7.5,Wheat
105,40,55,25,7.5,Wheat
110,40,55,25,7.5,Wheat
115,40,55,25,7.5,Wheat
120,40,55,25,7.5,Wheat
100,45,60,15,6,Wheat
105,45,60,15,6,Wheat
110,45,60,15,6,Wheat
115,45,60,15,6,Wheat
120,45,60,15,6,Wheat
100,50,40,20,6.5,Wheat
105,50,40,20,6.5,Wheat
110,50,40,20,6.5,Wheat
115,50,40,20,6.5,Wheat
120,50,40,20,6.5,Wheat
100,55,45,25,7,Wheat
105,55,45,25,7,Wheat
110,55,45,25,7,Wheat
115,55,45,25,7,Wheat
120,55,45,25,7,Wheat
100,60,50,15,7.5,Wheat
105,60,50,15,7.5,Wheat
110,60,50,15,7.5,Wheat
115,60,50,15,7.5,Wheat
120,60,50,15,7.5,Wheat
100,40,60,15,6,Wheat
105,40,60,15,6,Wheat
110,40,60,15,6,Wheat
115,40,60,15,6,Wheat
120,40,60,15,6,Wheat
100,45,40,20,6.5,Wheat
105,45,40,20,6.5,Wheat
110,45,40,20,6.5,Wheat
115,45,40,20,6.5,Wheat
120,45,40,20,6.5,Wheat
100,50,45,25,7,Wheat
105,50,45,25,7,Wheat
110,50,45,25,7,Wheat
115,50,45,25,7,Wheat
120,50,45,25,7,Wheat
100,55,50,15,7.5,Wheat
105,55,50,15,7.5,Wheat
110,55,50,15,7.5,Wheat
115,55,50,15,7.5,Wheat
120,55,50,15,7.5,Wheat
100,60,55,20,6,Wheat
105,60,55,20,6,Wheat
110,60,55,20,6,Wheat
115,60,55,20,6,Wheat
120,60,55,20,6,Wheat
60,40,40,25,6,Jowar
65,40,40,25,6,Jowar
70,40,40,25,6,Jowar
75,40,40,25,6,Jowar
80,40,40,25,6,Jowar
60,45,45,30,6.5,Jowar
65,45,45,30,6.5,Jowar
70,45,45,30,6.5,Jowar
75,45,45,30,6.5,Jowar
80,45,45,30,6.5,Jowar
60,50,50,25,7,Jowar
65,50,50,25,7,Jowar
70,50,50,25,7,Jowar
75,50,50,25,7,Jowar
80,50,50,25,7,Jowar
60,55,55,30,7.5,Jowar
65,55,55,30,7.5,Jowar
70,55,55,30,7.5,Jowar
75,55,55,30,7.5,Jowar
80,55,55,30,7.5,Jowar
60,60,60,25,6,Jowar
65,60,60,25,6,Jowar
70,60,60,25,6,Jowar
75,60,60,25,6,Jowar
80,60,60,25,6,Jowar
60,40,45,30,6.5,Jowar
65,40,45,30,6.5,Jowar
70,40,45,30,6.5,Jowar
75,40,45,30,6.5,Jowar
80,40,45,30,6.5,Jowar
60,45,50,25,7,Jowar
65,45,50,25,7,Jowar
70,45,50,25,7,Jowar
75,45,50,25,7,Jowar
80,45,50,25,7,Jowar
60,50,55,30,7.5,Jowar
65,50,55,30,7.5,Jowar
70,50,55,30,7.5,Jowar
75,50,55,30,7.5,Jowar
80,50,55,30,7.5,Jowar
60,55,60,25,6,Jowar
65,55,60,25,6,Jowar
70,55,60,25,6,Jowar
75,55,60,25,6,Jowar
80,55,60,25,6,Jowar
60,60,40,30,6.5,Jowar
65,60,40,30,6.5,Jowar
70,60,40,30,6.5,Jowar
75,60,40,30,6.5,Jowar
80,60,40,30,6.5,Jowar
60,40,50,25,7,Jowar
65,40,50,25,7,Jowar
70,40,50,25,7,Jowar
75,40,50,25,7,Jowar
80,40,50,25,7,Jowar
60,45,55,30,7.5,Jowar
65,45,55,30,7.5,Jowar
70,45,55,30,7.5,Jowar
75,45,55,30,7.5,Jowar
80,45,55,30,7.5,Jowar
60,50,60,25,6,Jowar
65,50,60,25,6,Jowar
70,50,60,25,6,Jowar
75,50,60,25,6,Jowar
80,50,60,25,6,Jowar
60,55,40,30,6.5,Jowar
65,55,40,30,6.5,Jowar
70,55,40,30,6.5,Jowar
75,55,40,30,6.5,Jowar
80,55,40,30,6.5,Jowar
60,60,45,25,7,Jowar
65,60,45,25,7,Jowar
70,60,45,25,7,Jowar
75,60,45,25,7,Jowar
80,60,45,25,7,Jowar
60,40,55,30,7.5,Jowar
65,40,55,30,7.5,Jowar
70,40,55,30,7.5,Jowar
75,40,55,30,7.5,Jowar
80,40,55,30,7.5,Jowar
60,45,60,25,6,Jowar
65,45,60,25,6,Jowar
70,45,60,25,6,Jowar
75,45,60,25,6,Jowar
80,45,60,25,6,Jowar
60,50,40,30,6.5,Jowar
65,50,40,30,6.5,Jowar
70,50,40,30,6.5,Jowar
75,50,40,30,6.5,Jowar
80,50,40,30,6.5,Jowar
60,55,45,25,7,Jowar
65,55,45,25,7,Jowar
70,55,45,25,7,Jowar
75,55,45,25,7,Jowar
80,55,45,25,7,Jowar
60,60,50,30,7.5,Jowar
65,60,50,30,7.5,Jowar
70,60,50,30,7.5,Jowar
75,60,50,30,7.5,Jowar
80,60,50,30,7.5,Jowar
60,40,60,25,6,Jowar
65,40,60,25,6,Jowar
70,40,60,25,6,Jowar
75,40,60,25,6,Jowar
80,40,60,25,6,Jowar
60,45,40,30,6.5,Jowar
65,45,40,30,6.5,Jowar
70,45,40,30,6.5,Jowar
75,45,40,30,6.5,Jowar
80,45,40,30,6.5,Jowar
60,50,45,25,7,Jowar
65,50,45,25,7,Jowar
70,50,45,25,7,Jowar
75,50,45,25,7,Jowar
80,50,45,25,7,Jowar
60,55,50,30,7.5,Jowar
65,55,50,30,7.5,Jowar
70,55,50,30,7.5,Jowar
75,55,50,30,7.5,Jowar
80,55,50,30,7.5,Jowar
60,60,45,25,6,Jowar
65,60,45,25,6,Jowar
70,60,45,25,6,Jowar
75,60,45,25,6,Jowar
80,60,45,25,6,Jowar
20,40,20,25,6,Groundnut
25,40,20,25,6,Groundnut
30,40,20,25,6,Groundnut
20,45,25,30,6.5,Groundnut
25,45,25,30,6.5,Groundnut
30,45,25,30,6.5,Groundnut
20,50,30,25,7,Groundnut
25,50,30,25,7,Groundnut
30,50,30,25,7,Groundnut
20,40,25,30,6,Groundnut
25,40,25,30,6,Groundnut
30,40,25,30,6,Groundnut
20,45,30,25,6.5,Groundnut
25,45,30,25,6.5,Groundnut
30,45,30,25,6.5,Groundnut
20,50,20,30,7,Groundnut
25,50,20,30,7,Groundnut
30,50,20,30,7,Groundnut
20,40,30,25,6,Groundnut
25,40,30,25,6,Groundnut
30,40,30,25,6,Groundnut
20,45,20,30,6.5,Groundnut
25,45,20,30,6.5,Groundnut
30,45,20,30,6.5,Groundnut
20,50,25,25,7,Groundnut
25,50,25,25,7,Groundnut
30,50,25,25,7,Groundnut
25,20,40,20,5.5,Turmeric
30,20,40,20,5.5,Turmeric
20,20,40,20,5.5,Turmeric
30,25,45,25,6,Turmeric
20,25,45,25,6,Turmeric
25,25,45,25,6,Turmeric
20,30,50,30,6.5,Turmeric
25,30,50,30,6.5,Turmeric
30,30,50,30,6.5,Turmeric
25,20,45,20,5.5,Turmeric
30,20,45,20,5.5,Turmeric
20,20,45,20,5.5,Turmeric
30,25,50,25,6,Turmeric
20,25,50,25,6,Turmeric
25,25,50,25,6,Turmeric
20,30,40,30,6.5,Turmeric
25,30,40,30,6.5,Turmeric
30,30,40,30,6.5,Turmeric
25,20,50,20,5.5,Turmeric
30,20,50,20,5.5,Turmeric
20,20,50,20,5.5,Turmeric
25,20,40,20,5.5,Turmeric
30,25,40,25,6,Turmeric
20,25,40,25,6,Turmeric
25,25,40,25,6,Turmeric
20,30,45,30,6.5,Turmeric
25,30,45,30,6.5,Turmeric
30,30,45,30,6.5,Turmeric
100,20,45,25,6,Cotton
105,20,45,25,6,Cotton
110,20,45,25,6,Cotton
115,20,45,25,6,Cotton
120,20,45,25,6,Cotton
100,25,50,30,6.5,Cotton
105,25,50,30,6.5,Cotton
110,25,50,30,6.5,Cotton
115,25,50,30,6.5,Cotton
120,25,50,30,6.5,Cotton
100,30,55,35,7,Cotton
105,30,55,35,7,Cotton
110,30,55,35,7,Cotton
115,30,55,35,7,Cotton
120,30,55,35,7,Cotton
100,20,50,25,7.5,Cotton
105,20,50,25,7.5,Cotton
110,20,50,25,7.5,Cotton
115,20,50,25,7.5,Cotton
120,20,50,25,7.5,Cotton
100,25,55,30,6,Cotton
105,25,55,30,6,Cotton
110,25,55,30,6,Cotton
115,25,55,30,6,Cotton
120,25,55,30,6,Cotton
100,30,45,35,6.5,Cotton
105,30,45,35,6.5,Cotton
110,30,45,35,6.5,Cotton
115,30,45,35,6.5,Cotton
120,30,45,35,6.5,Cotton
100,20,55,25,7,Cotton
105,20,55,25,7,Cotton
110,20,55,25,7,Cotton
115,20,55,25,7,Cotton
120,20,55,25,7,Cotton
100,25,45,30,7.5,Cotton
105,25,45,30,7.5,Cotton
110,25,45,30,7.5,Cotton
115,25,45,30,7.5,Cotton
120,25,45,30,7.5,Cotton
100,30,50,35,6,Cotton
105,30,50,35,6,Cotton
110,30,50,35,6,Cotton
115,30,50,35,6,Cotton
120,30,50,35,6,Cotton
30,40,20,25,6,Tur
35,40,20,25,6,Tur
40,40,20,25,6,Tur
30,45,25,30,6.5,Tur
35,45,25,30,6.5,Tur
40,45,25,30,6.5,Tur
30,50,30,35,7,Tur
35,50,30,35,7,Tur
40,50,30,35,7,Tur
30,55,20,25,6,Tur
35,55,20,25,6,Tur
40,55,20,25,6,Tur
30,60,25,30,6.5,Tur
35,60,25,30,6.5,Tur
40,60,25,30,6.5,Tur
30,40,30,35,7,Tur
35,40,30,35,7,Tur
40,40,30,35,7,Tur
30,45,20,25,6,Tur
35,45,20,25,6,Tur
40,45,20,25,6,Tur
30,50,25,30,6.5,Tur
35,50,25,30,6.5,Tur
40,50,25,30,6.5,Tur
30,55,30,35,7,Tur
35,55,30,35,7,Tur
40,55,30,35,7,Tur
30,60,20,25,6,Tur
35,60,20,25,6,Tur
40,60,20,25,6,Tur
30,40,25,30,6.5,Tur
35,40,25,30,6.5,Tur
40,40,25,30,6.5,Tur
30,45,30,35,7,Tur
35,45,30,35,7,Tur
40,45,30,35,7,Tur
30,50,20,25,6,Tur
35,50,20,25,6,Tur
40,50,20,25,6,Tur
30,55,25,30,6.5,Tur
35,55,25,30,6.5,Tur
40,55,25,30,6.5,Tur
30,60,30,35,7,Tur
35,60,30,35,7,Tur
40,60,30,35,7,Tur
40,20,20,25,6.5,Moong
45,20,20,25,6.5,Moong
50,20,20,25,6.5,Moong
40,25,25,30,7,Moong
45,25,25,30,7,Moong
50,25,25,30,7,Moong
40,30,30,35,7.5,Moong
45,30,30,35,7.5,Moong
50,30,30,35,7.5,Moong
40,20,25,25,6.5,Moong
45,20,25,25,6.5,Moong
50,20,25,25,6.5,Moong
40,25,30,30,7,Moong
45,25,30,30,7,Moong
50,25,30,30,7,Moong
40,30,20,35,7.5,Moong
45,30,20,35,7.5,Moong
50,30,20,35,7.5,Moong
40,20,30,25,6.5,Moong
45,20,30,25,6.5,Moong
50,20,30,25,6.5,Moong
40,25,20,30,7,Moong
45,25,20,30,7,Moong
50,25,20,30,7,Moong
40,30,25,35,7.5,Moong
45,30,25,35,7.5,Moong
50,30,25,35,7.5,Moong
100,50,50,35,5.5,Rice
105,50,50,35,5.5,Rice
110,50,50,35,5.5,Rice
115,50,50,35,5.5,Rice
120,50,50,35,5.5,Rice
100,55,55,40,6,Rice
105,55,55,40,6,Rice
110,55,55,40,6,Rice
115,55,55,40,6,Rice
120,55,55,40,6,Rice
100,60,60,35,6.5,Rice
105,60,60,35,6.5,Rice
110,60,60,35,6.5,Rice
115,60,60,35,6.5,Rice
120,60,60,35,6.5,Rice
100,50,55,40,5.5,Rice
105,50,55,40,5.5,Rice
110,50,55,40,5.5,Rice
115,50,55,40,5.5,Rice
120,50,55,40,5.5,Rice
100,55,60,35,6,Rice
105,55,60,35,6,Rice
110,55,60,35,6,Rice
115,55,60,35,6,Rice
120,55,60,35,6,Rice
100,60,50,40,6.5,Rice
105,60,50,40,6.5,Rice
110,60,50,40,6.5,Rice
115,60,50,40,6.5,Rice
120,60,50,40,6.5,Rice
100,50,60,35,5.5,Rice
105,50,60,35,5.5,Rice
110,50,60,35,5.5,Rice
115,50,60,35,5.5,Rice
120,50,60,35,5.5,Rice
100,55,50,40,6,Rice
105,55,50,40,6,Rice
110,55,50,40,6,Rice
115,55,50,40,6,Rice
120,55,50,40,6,Rice
100,60,55,35,6.5,Rice
105,60,55,35,6.5,Rice
110,60,55,35,6.5,Rice
115,60,55,35,6.5,Rice
120,60,55,35,6.5,Rice
50,30,30,25,6,Jowar
55,30,30,25,6,Jowar
60,30,30,25,6,Jowar
65,30,30,25,6,Jowar
70,30,30,25,6,Jowar
50,35,35,30,6.5,Jowar
55,35,35,30,6.5,Jowar
60,35,35,30,6.5,Jowar
65,35,35,30,6.5,Jowar
70,35,35,30,6.5,Jowar
50,40,40,35,7,Jowar
55,40,40,35,7,Jowar
60,40,40,35,7,Jowar
65,40,40,35,7,Jowar
70,40,40,35,7,Jowar
50,30,35,25,6,Jowar
55,30,35,25,6,Jowar
60,30,35,25,6,Jowar
65,30,35,25,6,Jowar
70,30,35,25,6,Jowar
50,35,40,30,6.5,Jowar
55,35,40,30,6.5,Jowar
60,35,40,30,6.5,Jowar
65,35,40,30,6.5,Jowar
70,35,40,30,6.5,Jowar
50,40,30,35,7,Jowar
55,40,30,35,7,Jowar
60,40,30,35,7,Jowar
65,40,30,35,7,Jowar
70,40,30,35,7,Jowar
50,30,40,25,6,Jowar
55,30,40,25,6,Jowar
60,30,40,25,6,Jowar
65,30,40,25,6,Jowar
70,30,40,25,6,Jowar
50,35,30,30,6.5,Jowar
55,35,30,30,6.5,Jowar
60,35,30,30,6.5,Jowar
65,35,30,30,6.5,Jowar
70,35,30,30,6.5,Jowar
50,40,35,35,7,Jowar
55,40,35,35,7,Jowar
60,40,35,35,7,Jowar
65,40,35,35,7,Jowar
70,40,35,35,7,Jowar
20,30,15,20,6,Tur
25,30,15,20,6,Tur
30,30,15,20,6,Tur
20,35,20,25,6.5,Tur
25,35,20,25,6.5,Tur
30,35,20,25,6.5,Tur
20,40,15,30,7,Tur
25,40,15,30,7,Tur
30,40,15,30,7,Tur
20,30,20,20,6,Tur
25,30,20,20,6,Tur
30,30,20,20,6,Tur
20,35,15,25,6.5,Tur
25,35,15,25,6.5,Tur
30,35,15,25,6.5,Tur
20,40,20,30,7,Tur
25,40,20,30,7,Tur
30,40,20,30,7,Tur
100,50,40,15,6.5,Wheat
105,50,40,15,6.5,Wheat
110,50,40,15,6.5,Wheat
115,50,40,15,6.5,Wheat
120,50,40,15,6.5,Wheat
100,55,45,20,7,Wheat
105,55,45,20,7,Wheat
110,55,45,20,7,Wheat
115,55,45,20,7,Wheat
120,55,45,20,7,Wheat
100,60,50,15,7.5,Wheat
105,60,50,15,7.5,Wheat
110,60,50,15,7.5,Wheat
115,60,50,15,7.5,Wheat
120,60,50,15,7.5,Wheat
100,50,45,20,6.5,Wheat
105,50,45,20,6.5,Wheat
110,50,45,20,6.5,Wheat
115,50,45,20,6.5,Wheat
120,50,45,20,6.5,Wheat
100,55,50,15,7,Wheat
105,55,50,15,7,Wheat
110,55,50,15,7,Wheat
115,55,50,15,7,Wheat
120,55,50,15,7,Wheat
100,60,40,20,7.5,Wheat
105,60,40,20,7.5,Wheat
110,60,40,20,7.5,Wheat
115,60,40,20,7.5,Wheat
120,60,40,20,7.5,Wheat
100,50,50,15,6.5,Wheat
105,50,50,15,6.5,Wheat
110,50,50,15,6.5,Wheat
115,50,50,15,6.5,Wheat
120,50,50,15,6.5,Wheat
100,55,40,20,7,Wheat
105,55,40,20,7,Wheat
110,55,40,20,7,Wheat
115,55,40,20,7,Wheat
120,55,40,20,7,Wheat
100,60,45,15,7.5,Wheat
105,60,45,15,7.5,Wheat
110,60,45,15,7.5,Wheat
115,60,45,15,7.5,Wheat
120,60,45,15,7.5,Wheat
20,30,20,25,5.5,Groundnut
25,30,20,25,5.5,Groundnut
30,30,20,25,5.5,Groundnut
20,35,25,30,6,Groundnut
25,35,25,30,6,Groundnut
30,35,25,30,6,Groundnut
20,40,30,35,6.5,Groundnut
25,40,30,35,6.5,Groundnut
30,40,30,35,6.5,Groundnut
20,30,25,25,5.5,Groundnut
25,30,25,25,5.5,Groundnut
30,30,25,25,5.5,Groundnut
20,35,30,30,6,Groundnut
25,35,30,30,6,Groundnut
30,35,30,30,6,Groundnut
20,40,20,35,6.5,Groundnut
25,40,20,35,6.5,Groundnut
30,40,20,35,6.5,Groundnut
20,30,30,25,5.5,Groundnut
25,30,30,25,5.5,Groundnut
30,30,30,25,5.5,Groundnut
20,35,20,30,6,Groundnut
25,35,20,30,6,Groundnut
30,35,20,30,6,Groundnut
20,40,25,35,6.5,Groundnut
25,40,25,35,6.5,Groundnut
30,40,25,35,6.5,Groundnut
30,30,20,25,6,Urad
35,30,20,25,6,Urad
40,30,20,25,6,Urad
30,35,25,30,6.5,Urad
35,35,25,30,6.5,Urad
40,35,25,30,6.5,Urad
30,40,30,35,7,Urad
35,40,30,35,7,Urad
40,40,30,35,7,Urad
30,30,25,25,6,Urad
35,30,25,25,6,Urad
40,30,25,25,6,Urad
30,35,30,30,6.5,Urad
35,35,30,30,6.5,Urad
40,35,30,30,6.5,Urad
30,40,20,35,7,Urad
35,40,20,35,7,Urad
40,40,20,35,7,Urad
30,30,30,25,6,Urad
35,30,30,25,6,Urad
40,30,30,25,6,Urad
30,35,20,30,6.5,Urad
35,35,20,30,6.5,Urad
40,35,20,30,6.5,Urad
30,40,25,35,7,Urad
35,40,25,35,7,Urad
40,40,25,35,7,Urad
30,40,20,15,6,Gram
35,40,20,15,6,Gram
40,40,20,15,6,Gram
30,45,25,20,6.5,Gram
35,45,25,20,6.5,Gram
40,45,25,20,6.5,Gram
30,50,30,15,7,Gram
35,50,30,15,7,Gram
40,50,30,15,7,Gram
30,40,25,20,7.5,Gram
35,40,25,20,7.5,Gram
40,40,25,20,7.5,Gram
30,45,30,15,6,Gram
35,45,30,15,6,Gram
40,45,30,15,6,Gram
30,50,20,20,6.5,Gram
35,50,20,20,6.5,Gram
40,50,20,20,6.5,Gram
30,40,30,15,7,Gram
35,40,30,15,7,Gram
40,40,30,15,7,Gram
30,45,20,20,7.5,Gram
35,45,20,20,7.5,Gram
40,45,20,20,7.5,Gram
30,50,25,15,6,Gram
35,50,25,15,6,Gram
40,50,25,15,6,Gram
120,60,120,20,6.5,Sugarcane
125,60,120,20,6.5,Sugarcane
130,60,120,20,6.5,Sugarcane
135,60,120,20,6.5,Sugarcane
140,60,120,20,6.5,Sugarcane
145,60,120,20,6.5,Sugarcane
150,60,120,20,6.5,Sugarcane
120,65,125,25,7,Sugarcane
125,65,125,25,7,Sugarcane
130,65,125,25,7,Sugarcane
135,65,125,25,7,Sugarcane
140,65,125,25,7,Sugarcane
145,65,125,25,7,Sugarcane
150,65,125,25,7,Sugarcane
120,70,130,30,7.5,Sugarcane
125,70,130,30,7.5,Sugarcane
130,70,130,30,7.5,Sugarcane
135,70,130,30,7.5,Sugarcane
140,70,130,30,7.5,Sugarcane
145,70,130,30,7.5,Sugarcane
150,70,130,30,7.5,Sugarcane
120,75,135,35,6.5,Sugarcane
125,75,135,35,6.5,Sugarcane
130,75,135,35,6.5,Sugarcane
135,75,135,35,6.5,Sugarcane
140,75,135,35,6.5,Sugarcane
145,75,135,35,6.5,Sugarcane
150,75,135,35,6.5,Sugarcane
120,80,140,20,7,Sugarcane
125,80,140,20,7,Sugarcane
130,80,140,20,7,Sugarcane
135,80,140,20,7,Sugarcane
140,80,140,20,7,Sugarcane
145,80,140,20,7,Sugarcane
150,80,140,20,7,Sugarcane
120,60,145,25,7.5,Sugarcane
125,60,145,25,7.5,Sugarcane
130,60,145,25,7.5,Sugarcane
135,60,145,25,7.5,Sugarcane
140,60,145,25,7.5,Sugarcane
145,60,145,25,7.5,Sugarcane
150,60,145,25,7.5,Sugarcane
120,65,150,30,6.5,Sugarcane
125,65,150,30,6.5,Sugarcane
130,65,150,30,6.5,Sugarcane
135,65,150,30,6.5,Sugarcane
140,65,150,30,6.5,Sugarcane
145,65,150,30,6.5,Sugarcane
150,65,150,30,6.5,Sugarcane
120,70,120,35,7,Sugarcane
125,70,120,35,7,Sugarcane
130,70,120,35,7,Sugarcane
135,70,120,35,7,Sugarcane
140,70,120,35,7,Sugarcane
